Step,Seconds,UAV_ID,UAV_X,UAV_Y,UAV_Z,Yaw,VehicleID,X,Y,Speed
358,179.0,1,1488.73,846.56,100.0,75,Pepoli_10_65,1519.5213613740261,777.5358710704165,0.08533828889909356
358,179.0,2,1524.62,718.15,100.0,75,,,,
358,179.0,2,1524.62,718.15,100.0,75,Togliatti_71_6,1531.3765608219057,656.3933140893762,12.380751537502094
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_11_36,1512.994445811154,790.4630013355879,0.0
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_11_45,1514.5696177027637,784.1557544572863,0.00012363073548914144
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_10_49,1509.1546561906405,792.6328988703004,0.0
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_10_50,1516.1449227682765,777.8479743288116,0.0009217300033367201
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_11_52,1519.0587269834177,766.1806238397479,0.025096338330030755
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_11_53,1510.7302388421072,786.3230744111571,0.00010742037372707896
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_11_54,1517.5996432821182,772.0230345437612,0.003021807503574524
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_10_55,1517.9285057132088,783.9129824839033,0.018228623270411963
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_10_57,1516.4712544357058,789.747192062764,0.0029238635990266504
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_11_58,1512.1847563269616,780.4980864337613,0.0006227322979763652
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_10_59,1513.6398777508216,774.6706798278632,0.004070457432571711
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_11_61,1514.9758793694302,769.3203190056582,0.017885635797693283
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_10_64,1516.4397779976011,763.4577618360034,0.051485257736352874
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_10_65,1519.5213613740261,777.5358710704165,0.08533828889909356
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_11_67,1520.5344890357048,760.2714302799943,0.11547159643650051
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_11_68,1518.0447500994917,757.0302397918094,0.11583852730356473
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_10_69,1521.1763028922824,770.9101944919697,0.5188420736314735
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_10_71,1522.2332103930235,753.4694710556571,0.7089933259060082
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_11_72,1521.1608248124744,744.5511201326827,5.744049164678793
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_11_73,1545.0046876097808,667.2344376184353,11.172979935053073
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_10_76,1529.6943733740559,737.1565526829065,14.549033019538673
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_11_77,1541.9784787558667,678.5965400146335,14.10349377732225
358,179.0,2,1524.62,718.15,100.0,75,Pepoli_11_78,1539.6811256627163,674.7908873011809,15.86226108490967
359,179.5,0,1458.79,985.86,100.0,75,,,,
359,179.5,0,1458.79,985.86,100.0,75,bus_130_0,1489.3650957578543,1047.9408949510553,13.34667935636593
359,179.5,0,1458.79,985.86,100.0,75,Togliatti_10_7,1458.8040155330764,1032.3064303803728,6.751085269213265
359,179.5,0,1458.79,985.86,100.0,75,Togliatti_10_9,1459.2240544525825,1015.5377748062947,14.057332053973752
359,179.5,0,1458.79,985.86,100.0,75,XXI_Aprile_113_4,1459.8614631523246,999.1256840526484,14.573266793528276
359,179.5,0,1458.79,985.86,100.0,75,Togliatti_10_10,1470.791735391418,980.9317583048974,12.908559433856103
359,179.5,1,1488.73,846.56,100.0,75,,,,
359,179.5,1,1488.73,846.56,100.0,75,Togliatti_10_12,1496.7045831257751,858.1028753763038,8.317275532486521
359,179.5,1,1488.73,846.56,100.0,75,Togliatti_9_13,1497.0304037394255,870.7857113555775,11.48624267441693
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_27,1509.2186612406297,819.3659031149174,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_11_29,1507.3588679108977,813.2808284425187,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_11_30,1508.7535348767806,807.4443050234333,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_31,1510.7037113410383,813.0395896871763,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_11_32,1506.0992156818454,818.635605049685,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_33,1511.5404265995287,796.2851329914178,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_34,1502.9889000189626,817.9051230268088,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_11_35,1510.2075535631466,801.6221754708279,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_11_36,1512.994445811154,790.4630013355879,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_38,1512.1098464903107,807.2084003012922,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_11_37,1504.47549271108,811.5737780552013,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_39,1513.563470774526,801.3887116491301,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_40,1506.0035127000372,805.252460435523,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_11_41,1507.579084454056,798.942679618001,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_11_45,1514.5696105214577,784.1557832124148,5.927755232137614e-05
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_49,1509.1546561906405,792.6328988703004,0.0
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_50,1516.1448540363106,777.8482495428877,0.0005673428598151428
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_11_53,1510.730230131791,786.3231092938507,7.187998369076141e-05
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_11_54,1517.59934008206,772.0242486065761,0.0025027421524586374
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_55,1517.9267608544933,783.9199681504035,0.014406688454651187
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_56,1515.138225871783,795.084067134754,0.00015055973204003718
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_57,1516.4710316703317,789.7480839198504,0.001839295819260426
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_11_58,1512.1846917041178,780.4983452324987,0.0005332859100750624
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_59,1513.6395691280627,774.6719157867834,0.0025468419366541325
359,179.5,1,1488.73,846.56,100.0,75,Pepoli_10_65,1519.5124213410586,777.5716631309762,0.07381472700140139
359,179.5,2,1524.62,718.15,100.0,75,,,,
359,179.5,2,1524.62,718.15,100.0,75,Togliatti_71_6,1532.814413762562,650.6575808658421,11.826514346774951
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_11_36,1512.994445811154,790.4630013355879,0.0
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_11_45,1514.5696105214577,784.1557832124148,5.927755232137614e-05
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_10_49,1509.1546561906405,792.6328988703004,0.0
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_10_50,1516.1448540363106,777.8482495428877,0.0005673428598151428
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_11_52,1519.0567712434413,766.1884549437225,0.016143509031654766
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_11_53,1510.730230131791,786.3231092938507,7.187998369076141e-05
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_11_54,1517.59934008206,772.0242486065761,0.0025027421524586374
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_10_55,1517.9267608544933,783.9199681504035,0.014406688454651187
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_10_57,1516.4710316703317,789.7480839198504,0.001839295819260426
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_11_58,1512.1846917041178,780.4983452324987,0.0005332859100750624
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_10_59,1513.6395691280627,774.6719157867834,0.0025468419366541325
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_11_61,1514.9747673190013,769.3247724965553,0.009176953371983746
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_10_64,1516.4357055917058,763.4740708289359,0.033606640531146675
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_10_65,1519.5124213410586,777.5716631309762,0.07381472700140139
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_11_67,1520.5240452842127,760.3132487757078,0.08620716382228344
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_11_68,1518.0314009757271,757.0836997785383,0.11016072937440823
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_10_69,1521.1363213653615,771.0702633908203,0.3301134912408004
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_10_71,1522.1779523360915,753.6907333883219,0.45612348876405884
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_11_72,1520.6104929489209,746.7550650987326,4.541493550916202
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_11_73,1543.5210959496562,672.804681170753,11.529047653383094
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_10_76,1528.0606467039674,743.3482323030441,12.812818886184495
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_11_77,1540.08118883841,685.7200411865816,14.743912667184734
359,179.5,2,1524.62,718.15,100.0,75,Pepoli_11_78,1537.682902175877,682.2924485187497,15.520336751837869
360,180.0,0,1458.79,985.86,100.0,75,,,,
360,180.0,0,1458.79,985.86,100.0,75,bus_130_0,1495.5647690895712,1045.2527474570925,13.514978339276277
360,180.0,0,1458.79,985.86,100.0,75,Togliatti_10_7,1458.5248153357327,1034.7650589838477,4.98926996812884
360,180.0,0,1458.79,985.86,100.0,75,Togliatti_10_9,1457.714937394063,1021.8458112067007,12.972274412409387
360,180.0,0,1458.79,985.86,100.0,75,XXI_Aprile_113_4,1458.1478164863872,1006.2881269260092,14.61162339989951
360,180.0,0,1458.79,985.86,100.0,75,Togliatti_10_10,1469.309317416688,987.1286414148421,12.84751000434841
360,180.0,1,1488.73,846.56,100.0,75,,,,
360,180.0,1,1488.73,846.56,100.0,75,Togliatti_10_12,1495.60935482027,862.8028921540015,9.652016832318761
360,180.0,1,1488.73,846.56,100.0,75,Togliatti_9_13,1495.6401820998065,876.7533664678683,12.354960697025595
360,180.0,1,1488.73,846.56,100.0,75,Togliatti_10_20,1437.2730724064343,823.9323309076219,13.027723590980463
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_27,1509.2186612406297,819.3659031149174,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_11_29,1507.3588679108977,813.2808284425187,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_11_30,1508.7535348767806,807.4443050234333,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_31,1510.7037113410383,813.0395896871763,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_11_32,1506.0992156818454,818.635605049685,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_33,1511.5404265995287,796.2851329914178,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_34,1502.9889000189626,817.9051230268088,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_11_35,1510.2075535631466,801.6221754708279,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_11_36,1512.994445811154,790.4630013355879,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_38,1512.1098464903107,807.2084003012922,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_11_37,1504.47549271108,811.5737780552013,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_39,1513.563470774526,801.3887116491301,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_40,1506.0035127000372,805.252460435523,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_11_41,1507.579084454056,798.942679618001,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_11_45,1514.5696105214577,784.1557832124148,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_49,1509.1546561906405,792.6328988703004,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_50,1516.144813684462,777.8484111183149,0.0003330813095774989
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_11_53,1510.730230131791,786.3231092938507,0.0
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_11_54,1517.599118058457,772.0251376255367,0.0018326771890030192
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_55,1517.9257306783825,783.9240925340475,0.008505804023959718
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_56,1515.138214216807,795.0841137962834,9.623106343081714e-05
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_57,1516.470887928733,789.7486593996088,0.0011868241334102522
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_11_58,1512.1846612367501,780.4984672468792,0.0002514252992319702
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_59,1513.6393770178222,774.6726851414683,0.0015853478164612538
360,180.0,1,1488.73,846.56,100.0,75,Pepoli_10_65,1519.508180735583,777.5886406978982,0.035013197002396884
360,180.0,2,1524.62,718.15,100.0,75,,,,
360,180.0,2,1524.62,718.15,100.0,75,Togliatti_71_6,1534.2684749138125,644.9510505909307,11.777773604268026
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_11_36,1512.994445811154,790.4630013355879,0.0
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_11_45,1514.5696105214577,784.1557832124148,0.0
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_10_49,1509.1546561906405,792.6328988703004,0.0
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_10_50,1516.144813684462,777.8484111183149,0.0003330813095774989
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_11_52,1519.0551048366274,766.1951275102092,0.013755230130262931
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_11_53,1510.730230131791,786.3231092938507,0.0
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_11_54,1517.599118058457,772.0251376255367,0.0018326771890030192
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_10_55,1517.9257306783825,783.9240925340475,0.008505804023959718
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_10_57,1516.470887928733,789.7486593996088,0.0011868241334102522
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_11_58,1512.1846612367501,780.4984672468792,0.0002514252992319702
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_10_59,1513.6393770178222,774.6726851414683,0.0015853478164612538
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_11_61,1514.973882111696,769.3283175360375,0.007304980021829366
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_10_64,1516.4328653169505,763.4854454369921,0.023438747304261952
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_10_65,1519.508180735583,777.5886406978982,0.035013197002396884
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_11_67,1520.5178500203428,760.338055629431,0.051138341213208593
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_11_68,1518.0214687208424,757.1234760382906,0.08196376494310567
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_10_69,1521.111877782363,771.1681250213245,0.20182211995093327
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_10_71,1522.1399321057552,753.8429726330531,0.31383514128822343
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_11_72,1520.2141528902719,748.342310422787,3.270709801721901
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_11_73,1541.9275524392615,678.787746257118,12.38348769602621
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_10_76,1526.755580407625,748.5731584394722,10.775476190294485
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_11_77,1538.243448056877,692.6199611674654,14.281154049546124
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_11_78,1535.6686333692953,689.8542457154745,15.644961833732788
360,180.0,2,1524.62,718.15,100.0,75,Pepoli_10_79,1554.413041666329,644.337507978623,14.225236742560549
361,180.5,0,1458.79,985.86,100.0,75,,,,
361,180.5,0,1458.79,985.86,100.0,75,bus_130_0,1501.844344311456,1042.5299549013132,13.689160470673816
361,180.5,0,1458.79,985.86,100.0,75,Togliatti_10_7,1458.5661674400076,1036.132829113073,2.8032245129516964
361,180.5,0,1458.79,985.86,100.0,75,Togliatti_10_9,1456.458142009862,1027.0574319605519,10.722274412409387
361,180.5,0,1458.79,985.86,100.0,75,XXI_Aprile_113_4,1456.386118167306,1013.6514088798258,15.021341852037406
361,180.5,0,1458.79,985.86,100.0,75,Togliatti_10_10,1467.8193950792156,993.35689466433,12.912547245565625
361,180.5,1,1488.73,846.56,100.0,75,,,,
361,180.5,1,1488.73,846.56,100.0,75,Togliatti_10_12,1494.4202195675934,867.9058972630193,10.4795990178945
361,180.5,1,1488.73,846.56,100.0,75,Togliatti_9_13,1494.138554414312,883.1992423474536,13.345031113838846
361,180.5,1,1488.73,846.56,100.0,75,Togliatti_10_20,1443.7075857809295,825.7834312237989,13.392211988053464
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_27,1509.2186612406297,819.3659031149174,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_11_29,1507.3588679108977,813.2808284425187,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_11_30,1508.7535348767806,807.4443050234333,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_31,1510.7037113410383,813.0395896871763,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_11_32,1506.0992156818454,818.635605049685,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_33,1511.5404265995287,796.2851329914178,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_34,1502.9889000189626,817.9051230268088,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_11_35,1510.2075535631466,801.6221754708279,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_11_36,1512.994445811154,790.4630013355879,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_38,1512.1098464903107,807.2084003012922,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_11_37,1504.47549271108,811.5737780552013,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_39,1513.563470774526,801.3887116491301,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_40,1506.0035127000372,805.252460435523,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_11_41,1507.579084454056,798.942679618001,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_11_45,1514.5696105214577,784.1557832124148,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_49,1509.1546561906405,792.6328988703004,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_50,1516.144790638811,777.848503396885,0.0001902285981430016
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_11_53,1510.730230131791,786.3231092938507,0.0
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_11_54,1517.5989722785575,772.0257213521888,0.0012033292511925537
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_55,1517.925225612746,783.926114600399,0.004170150401489164
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_56,1515.1382080732312,795.084138392528,5.072535792631423e-05
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_57,1516.4708127796346,789.7489602643913,0.0006204798339193965
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_11_58,1512.1846432674697,780.4985392094674,0.00014828756381161056
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_59,1513.639247410052,774.6732041889953,0.0010695598271524838
361,180.5,1,1488.73,846.56,100.0,75,Pepoli_10_65,1519.5045830356366,777.6030443466118,0.029704950790330024
361,180.5,2,1524.62,718.15,100.0,75,,,,
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_11_36,1512.994445811154,790.4630013355879,0.0
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_11_45,1514.5696105214577,784.1557832124148,0.0
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_10_49,1509.1546561906405,792.6328988703004,0.0
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_10_50,1516.144790638811,777.848503396885,0.0001902285981430016
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_11_52,1519.0542125953375,766.1987001908295,0.0073649388448618815
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_11_53,1510.730230131791,786.3231092938507,0.0
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_11_54,1517.5989722785575,772.0257213521888,0.0012033292511925537
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_10_55,1517.925225612746,783.926114600399,0.004170150401489164
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_10_57,1516.4708127796346,789.7489602643913,0.0006204798339193965
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_11_58,1512.1846432674697,780.4985392094674,0.00014828756381161056
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_10_59,1513.639247410052,774.6732041889953,0.0010695598271524838
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_11_61,1514.9732522974236,769.3308397886769,0.005197404777419363
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_10_64,1516.4311250048122,763.492414962892,0.014361545961774925
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_10_65,1519.5045830356366,777.6030443466118,0.029704950790330024
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_11_67,1520.5139194013357,760.3537944732958,0.03244499995217291
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_11_68,1518.0155204462667,757.14729742803,0.04908683725876694
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_10_69,1521.0979040335221,771.2240699229345,0.11537635930671537
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_10_71,1522.1189169014158,753.9271209616724,0.1734684289062403
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_11_72,1519.9476554381474,749.4095677578115,2.199212039703874
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_11_73,1540.367998473193,684.643195338879,12.11935364432888
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_10_76,1525.6295445398232,753.0813234673508,9.297284526405308
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_11_77,1536.3543094127976,699.7128578414283,14.68056880935062
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_11_78,1533.676854506632,697.3316130712959,15.470280920690977
361,180.5,2,1524.62,718.15,100.0,75,Pepoli_10_79,1552.5900669229643,651.1828109778965,14.173792074499682
362,181.0,0,1458.79,985.86,100.0,75,,,,
362,181.0,0,1458.79,985.86,100.0,75,bus_130_0,1508.022655251699,1039.851070033949,13.468409392398318
362,181.0,0,1458.79,985.86,100.0,75,Togliatti_10_7,1458.6341014593092,1036.3986578842537,0.5532245129516964
362,181.0,0,1458.79,985.86,100.0,75,Togliatti_10_9,1455.7060706342768,1031.2166499422508,8.472274412409387
362,181.0,0,1458.79,985.86,100.0,75,XXI_Aprile_113_4,1454.8367911190905,1020.1270533026658,13.210531553433402
362,181.0,0,1458.79,985.86,100.0,75,Togliatti_10_10,1466.3814943356535,999.3676844573902,12.461697377580972
362,181.0,1,1488.73,846.56,100.0,75,,,,
362,181.0,1,1488.73,846.56,100.0,75,Togliatti_10_12,1493.0816707927154,873.6500892895324,11.79634898136151
362,181.0,1,1488.73,846.56,100.0,75,Togliatti_9_13,1492.600418384391,889.7659322065535,13.59902962968638
362,181.0,1,1488.73,846.56,100.0,75,Togliatti_10_20,1450.123353831947,827.6291388284843,13.353197173538797
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_27,1509.2186612406297,819.3659031149174,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_11_29,1507.3588679108977,813.2808284425187,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_11_30,1508.7535348767806,807.4443050234333,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_31,1510.7037113410383,813.0395896871763,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_11_32,1506.0992156818454,818.635605049685,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_33,1511.5404265995287,796.2851329914178,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_34,1502.9889000189626,817.9051230268088,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_11_35,1510.2075535631466,801.6221754708279,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_11_36,1512.994445811154,790.4630013355879,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_38,1512.1098464903107,807.2084003012922,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_11_37,1504.47549271108,811.5737780552013,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_39,1513.563470774526,801.3887116491301,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_40,1506.0035127000372,805.252460435523,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_11_41,1507.579084454056,798.942679618001,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_11_45,1514.5696105214577,784.1557832124148,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_49,1509.1546561906405,792.6328988703004,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_50,1516.1447789036222,777.8485503865079,9.686723637008254e-05
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_11_53,1510.730230131791,786.3231092938507,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_11_54,1517.5989025266044,772.026000650462,0.0005757622693252781
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_55,1517.92490763567,783.9273876443355,0.002625425559560776
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_56,1515.1382080732312,795.084138392528,0.0
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_57,1516.4707640815197,789.7491552307724,0.00040208331035936144
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_11_58,1512.184630686579,780.4985895928677,0.00010382105336423911
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_59,1513.6391414118968,774.6736286857688,0.000874726632895858
362,181.0,1,1488.73,846.56,100.0,75,Pepoli_10_65,1519.5027798392111,777.610263572301,0.01488836253297423
362,181.0,2,1524.62,718.15,100.0,75,,,,
362,181.0,2,1524.62,718.15,100.0,75,Pepoli_11_36,1512.994445811154,790.4630013355879,0.0
362,181.0,2,1524.62,718.15,100.0,75,Pepoli_11_45,1514.5696105214577,784.1557832124148,0.0
362,181.0,2,1524.62,718.15,100.0,75,Pepoli_10_49,1509.1546561906405,792.6328988703004,0.0
362,181.0,2,1524.62,718.15,100.0,75,Pepoli_10_50,1516.1447789036222,777.8485503865079,9.686723637008254e-05
362,181.0,2,1524.62,718.15,100.0,75,Pepoli_11_52,1519.0537303605695,766.200631138017,0.003980570742397386
362,181.0,2,1524.62,718.15,100.0,75,Pepoli_11_53,1510.730230131791,786.3231092938507,0.0
362,181.0,2,1524.62,718.15,100.0,75,Pepoli_11_54,1517.5989025266044,772.026000650462,0.0005757622693252781
362,181.0,2,1524.62,718.15,100.0,75,Pepoli_10_55,1517.92490763567,783.9273876443355,0.002625425559560776
362,181.0,2,1524.62,718.15,100.0,75,Pepoli_10_57,1516.4707640815197,789.7491552307724,0.00040208331035936144
